review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
tipe kulit minyak tipe kulit sensitif kulit jerawat,"{'classified_text': 'tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit sensitif kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat, tipe kulit minyak tipe kulit sensitif kulit jerawat,['tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat'],1,-2,negatif
sun screen azarine mah bukti juara kulit minyak,"{'classified_text': 'sun screen azarine mah bukti juara kulit minyak', 'tweet_text': ' sun screen azarine mah bukti juara kulit minyak', 'sentence_score': ['sun screen azarine mah bukti juara kulit minyak'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",sun screen azarine mah bukti juara kulit minyak, sun screen azarine mah bukti juara kulit minyak,['sun screen azarine mah bukti juara kulit minyak'],1,-1,netral
suka banget liptint azarine warna bikin muka fresh liptintnya wangi isi,"{'classified_text': 'suka [5] banget liptint azarine warna bikin muka fresh liptintnya wangi isi', 'tweet_text': ' suka banget liptint azarine warna bikin muka fresh liptintnya wangi isi', 'sentence_score': ['suka [5] banget liptint azarine warna bikin muka fresh liptintnya wangi isi'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",suka [5] banget liptint azarine warna bikin muka fresh liptintnya wangi isi, suka banget liptint azarine warna bikin muka fresh liptintnya wangi isi,['suka [5] banget liptint azarine warna bikin muka fresh liptintnya wangi isi'],5,-1,positif
coba sunscreen moga cocok kirim cepat aman,"{'classified_text': 'coba sunscreen moga cocok [3] kirim cepat [4] aman [5]', 'tweet_text': ' coba sunscreen moga cocok kirim cepat aman', 'sentence_score': ['coba sunscreen moga cocok [3] kirim cepat [4] aman [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",coba sunscreen moga cocok [3] kirim cepat [4] aman [5], coba sunscreen moga cocok kirim cepat aman,['coba sunscreen moga cocok [3] kirim cepat [4] aman [5]'],5,-1,positif
ya baca pesan pesan,"{'classified_text': 'ya baca pesan pesan', 'tweet_text': ' ya baca pesan pesan', 'sentence_score': ['ya baca pesan pesan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",ya baca pesan pesan, ya baca pesan pesan,['ya baca pesan pesan'],1,-1,netral
packing tebal aman kirim cepat produk murah toko offline so far pakai micellar ringan cocok kulit sensitif angkat kotor ulang apa nama murah xixi,"{'classified_text': 'packing tebal aman [4] kirim cepat [4] produk murah [2] toko offline so far pakai micellar ringan cocok [3] kulit sensitif [-2] angkat kotor [-3] ulang apa nama murah [2] xixi', 'tweet_text': ' packing tebal aman kirim cepat produk murah toko offline so far pakai micellar ringan cocok kulit sensitif angkat kotor ulang apa nama murah xixi', 'sentence_score': ['packing tebal aman [4] kirim cepat [4] produk murah [2] toko offline so far pakai micellar ringan cocok [3] kulit sensitif [-2] angkat kotor [-3] ulang apa nama murah [2] xixi'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",packing tebal aman [4] kirim cepat [4] produk murah [2] toko offline so far pakai micellar ringan cocok [3] kulit sensitif [-2] angkat kotor [-3] ulang apa nama murah [2] xixi, packing tebal aman kirim cepat produk murah toko offline so far pakai micellar ringan cocok kulit sensitif angkat kotor ulang apa nama murah xixi,['packing tebal aman [4] kirim cepat [4] produk murah [2] toko offline so far pakai micellar ringan cocok [3] kulit sensitif [-2] angkat kotor [-3] ulang apa nama murah [2] xixi'],4,-3,positif
tipe kulit kombinasi tipe kulit sensitif kulit kerut kulit pori moga cocok pakai produk azarine cocok sih,"{'classified_text': 'tipe kulit kombinasi tipe kulit sensitif [-2] kulit kerut [-2] kulit pori moga cocok [3] pakai produk azarine cocok [3] sih', 'tweet_text': ' tipe kulit kombinasi tipe kulit sensitif kulit kerut kulit pori moga cocok pakai produk azarine cocok sih', 'sentence_score': ['tipe kulit kombinasi tipe kulit sensitif [-2] kulit kerut [-2] kulit pori moga cocok [3] pakai produk azarine cocok [3] sih'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",tipe kulit kombinasi tipe kulit sensitif [-2] kulit kerut [-2] kulit pori moga cocok [3] pakai produk azarine cocok [3] sih, tipe kulit kombinasi tipe kulit sensitif kulit kerut kulit pori moga cocok pakai produk azarine cocok sih,['tipe kulit kombinasi tipe kulit sensitif [-2] kulit kerut [-2] kulit pori moga cocok [3] pakai produk azarine cocok [3] sih'],3,-2,positif
tipe kulit kombinasi tipe kulit sensitif pakai kulit asa bersih komedo enak deh cocok pakai produk azarine tau bikin komedo sunscreennya ya,"{'classified_text': 'tipe kulit kombinasi tipe kulit sensitif [-2] pakai kulit asa bersih [5] komedo enak [4] deh cocok [3] pakai produk azarine tau bikin komedo sunscreennya ya', 'tweet_text': ' tipe kulit kombinasi tipe kulit sensitif pakai kulit asa bersih komedo enak deh cocok pakai produk azarine tau bikin komedo sunscreennya ya', 'sentence_score': ['tipe kulit kombinasi tipe kulit sensitif [-2] pakai kulit asa bersih [5] komedo enak [4] deh cocok [3] pakai produk azarine tau bikin komedo sunscreennya ya'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",tipe kulit kombinasi tipe kulit sensitif [-2] pakai kulit asa bersih [5] komedo enak [4] deh cocok [3] pakai produk azarine tau bikin komedo sunscreennya ya, tipe kulit kombinasi tipe kulit sensitif pakai kulit asa bersih komedo enak deh cocok pakai produk azarine tau bikin komedo sunscreennya ya,['tipe kulit kombinasi tipe kulit sensitif [-2] pakai kulit asa bersih [5] komedo enak [4] deh cocok [3] pakai produk azarine tau bikin komedo sunscreennya ya'],5,-2,positif
barang selamat sesuai packagingnya free bubble temu ss sesuai kulit kulit mudah jerawat sensitif kering gampang dermatitis bingung pilih physical chemical ss pakai salep hari salep keras trust issue desas desus chemical ss anjur milik kulit sensitif modal niat review fd apk checkout cocok iritasi komedoan tambah jerawat bagus sensitive dry skin asa lembab nya nyetok sih tokped diskon moga konsisten azarine terima kasih,"{'classified_text': 'barang selamat [4] sesuai [4] packagingnya free bubble temu ss sesuai [3] kulit kulit mudah [3] jerawat sensitif [-2] kering gampang dermatitis bingung [-3] pilih physical chemical ss pakai salep hari salep keras [-3] trust issue desas desus chemical ss anjur milik kulit sensitif [-2] modal niat review fd apk checkout cocok [3] iritasi komedoan tambah jerawat bagus [4] sensitive dry skin asa lembab nya nyetok sih tokped diskon moga konsisten [4] azarine terima kasih [4]', 'tweet_text': ' barang selamat sesuai packagingnya free bubble temu ss sesuai kulit kulit mudah jerawat sensitif kering gampang dermatitis bingung pilih physical chemical ss pakai salep hari salep keras trust issue desas desus chemical ss anjur milik kulit sensitif modal niat review fd apk checkout cocok iritasi komedoan tambah jerawat bagus sensitive dry skin asa lembab nya nyetok sih tokped diskon moga konsisten azarine terima kasih', 'sentence_score': ['barang selamat [4] sesuai [4] packagingnya free bubble temu ss sesuai [3] kulit kulit mudah [3] jerawat sensitif [-2] kering gampang dermatitis bingung [-3] pilih physical chemical ss pakai salep hari salep keras [-3] trust issue desas desus chemical ss anjur milik kulit sensitif [-2] modal niat review fd apk checkout cocok [3] iritasi komedoan tambah jerawat bagus [4] sensitive dry skin asa lembab nya nyetok sih tokped diskon moga konsisten [4] azarine terima kasih [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",barang selamat [4] sesuai [4] packagingnya free bubble temu ss sesuai [3] kulit kulit mudah [3] jerawat sensitif [-2] kering gampang dermatitis bingung [-3] pilih physical chemical ss pakai salep hari salep keras [-3] trust issue desas desus chemical ss anjur milik kulit sensitif [-2] modal niat review fd apk checkout cocok [3] iritasi komedoan tambah jerawat bagus [4] sensitive dry skin asa lembab nya nyetok sih tokped diskon moga konsisten [4] azarine terima kasih [4], barang selamat sesuai packagingnya free bubble temu ss sesuai kulit kulit mudah jerawat sensitif kering gampang dermatitis bingung pilih physical chemical ss pakai salep hari salep keras trust issue desas desus chemical ss anjur milik kulit sensitif modal niat review fd apk checkout cocok iritasi komedoan tambah jerawat bagus sensitive dry skin asa lembab nya nyetok sih tokped diskon moga konsisten azarine terima kasih,['barang selamat [4] sesuai [4] packagingnya free bubble temu ss sesuai [3] kulit kulit mudah [3] jerawat sensitif [-2] kering gampang dermatitis bingung [-3] pilih physical chemical ss pakai salep hari salep keras [-3] trust issue desas desus chemical ss anjur milik kulit sensitif [-2] modal niat review fd apk checkout cocok [3] iritasi komedoan tambah jerawat bagus [4] sensitive dry skin asa lembab nya nyetok sih tokped diskon moga konsisten [4] azarine terima kasih [4]'],4,-3,positif
kirim cepat packing aman beli sunscreennya cocok moisturizernya coba terima kasih seller,"{'classified_text': 'kirim cepat [4] packing aman [4] beli sunscreennya cocok [3] moisturizernya coba terima kasih [4] seller', 'tweet_text': ' kirim cepat packing aman beli sunscreennya cocok moisturizernya coba terima kasih seller', 'sentence_score': ['kirim cepat [4] packing aman [4] beli sunscreennya cocok [3] moisturizernya coba terima kasih [4] seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] packing aman [4] beli sunscreennya cocok [3] moisturizernya coba terima kasih [4] seller, kirim cepat packing aman beli sunscreennya cocok moisturizernya coba terima kasih seller,['kirim cepat [4] packing aman [4] beli sunscreennya cocok [3] moisturizernya coba terima kasih [4] seller'],4,-1,positif
darat sempurna,"{'classified_text': 'darat sempurna [5]', 'tweet_text': ' darat sempurna', 'sentence_score': ['darat sempurna [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",darat sempurna [5], darat sempurna,['darat sempurna [5]'],5,-1,positif
bagus banget selamat,"{'classified_text': 'bagus [5] banget selamat [5]', 'tweet_text': ' bagus banget selamat', 'sentence_score': ['bagus [5] banget selamat [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget selamat [5], bagus banget selamat,['bagus [5] banget selamat [5]'],5,-1,positif
tipe kulit minyak mudah an cocok revieuw orang serum vit retinolnya cocok kulit kalo cocok repeat order,"{'classified_text': 'tipe kulit minyak mudah [3] an cocok [3] revieuw orang serum vit retinolnya cocok [3] kulit kalo cocok [3] repeat order', 'tweet_text': ' tipe kulit minyak mudah an cocok revieuw orang serum vit retinolnya cocok kulit kalo cocok repeat order', 'sentence_score': ['tipe kulit minyak mudah [3] an cocok [3] revieuw orang serum vit retinolnya cocok [3] kulit kalo cocok [3] repeat order'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak mudah [3] an cocok [3] revieuw orang serum vit retinolnya cocok [3] kulit kalo cocok [3] repeat order, tipe kulit minyak mudah an cocok revieuw orang serum vit retinolnya cocok kulit kalo cocok repeat order,['tipe kulit minyak mudah [3] an cocok [3] revieuw orang serum vit retinolnya cocok [3] kulit kalo cocok [3] repeat order'],3,-1,positif
sesuai klaim no whitecast pas pakai sunscreen benar dingin wajah gampang diaplikasiin bikin matte wajah cocok pakai sunscreen kali coba langsung klop repurchase emas kirim cepat aman,"{'classified_text': 'sesuai [3] klaim no whitecast pas pakai sunscreen benar [4] dingin [-1] wajah gampang diaplikasiin bikin matte wajah cocok [3] pakai sunscreen kali coba langsung klop repurchase emas [4] kirim cepat [4] aman [5]', 'tweet_text': ' sesuai klaim no whitecast pas pakai sunscreen benar dingin wajah gampang diaplikasiin bikin matte wajah cocok pakai sunscreen kali coba langsung klop repurchase emas kirim cepat aman', 'sentence_score': ['sesuai [3] klaim no whitecast pas pakai sunscreen benar [4] dingin [-1] wajah gampang diaplikasiin bikin matte wajah cocok [3] pakai sunscreen kali coba langsung klop repurchase emas [4] kirim cepat [4] aman [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",sesuai [3] klaim no whitecast pas pakai sunscreen benar [4] dingin [-1] wajah gampang diaplikasiin bikin matte wajah cocok [3] pakai sunscreen kali coba langsung klop repurchase emas [4] kirim cepat [4] aman [5], sesuai klaim no whitecast pas pakai sunscreen benar dingin wajah gampang diaplikasiin bikin matte wajah cocok pakai sunscreen kali coba langsung klop repurchase emas kirim cepat aman,['sesuai [3] klaim no whitecast pas pakai sunscreen benar [4] dingin [-1] wajah gampang diaplikasiin bikin matte wajah cocok [3] pakai sunscreen kali coba langsung klop repurchase emas [4] kirim cepat [4] aman [5]'],5,-1,positif
tipe kulit combination normal oily beli toner bantu hilang kusam wajah works repurchase bantu hilang kusam bikin kulit wajah lembab pakai micellar face wash emas kirim cepat aman,"{'classified_text': 'tipe kulit combination normal [-1] oily beli toner bantu hilang [-3] kusam [-4] wajah works repurchase bantu hilang [-3] kusam [-4] bikin kulit wajah lembab pakai micellar face wash emas [4] kirim cepat [4] aman [5]', 'tweet_text': ' tipe kulit combination normal oily beli toner bantu hilang kusam wajah works repurchase bantu hilang kusam bikin kulit wajah lembab pakai micellar face wash emas kirim cepat aman', 'sentence_score': ['tipe kulit combination normal [-1] oily beli toner bantu hilang [-3] kusam [-4] wajah works repurchase bantu hilang [-3] kusam [-4] bikin kulit wajah lembab pakai micellar face wash emas [4] kirim cepat [4] aman [5]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",tipe kulit combination normal [-1] oily beli toner bantu hilang [-3] kusam [-4] wajah works repurchase bantu hilang [-3] kusam [-4] bikin kulit wajah lembab pakai micellar face wash emas [4] kirim cepat [4] aman [5], tipe kulit combination normal oily beli toner bantu hilang kusam wajah works repurchase bantu hilang kusam bikin kulit wajah lembab pakai micellar face wash emas kirim cepat aman,['tipe kulit combination normal [-1] oily beli toner bantu hilang [-3] kusam [-4] wajah works repurchase bantu hilang [-3] kusam [-4] bikin kulit wajah lembab pakai micellar face wash emas [4] kirim cepat [4] aman [5]'],5,-4,positif
ringan banget bibir lup lup dah azarine,"{'classified_text': 'ringan banget bibir lup lup dah azarine', 'tweet_text': ' ringan banget bibir lup lup dah azarine', 'sentence_score': ['ringan banget bibir lup lup dah azarine'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",ringan banget bibir lup lup dah azarine, ringan banget bibir lup lup dah azarine,['ringan banget bibir lup lup dah azarine'],1,-1,netral
beli sunscreen gel twin pack gel kirim pcs pcs komplen jual batal komplen proses manual percaya barang kirim barang kirim batal complen jual barang kirim dana kembali,"{'classified_text': 'beli sunscreen gel twin pack gel kirim pcs pcs komplen jual batal komplen proses manual percaya [4] barang kirim barang kirim batal complen jual barang kirim dana kembali [-1]', 'tweet_text': ' beli sunscreen gel twin pack gel kirim pcs pcs komplen jual batal komplen proses manual percaya barang kirim barang kirim batal complen jual barang kirim dana kembali', 'sentence_score': ['beli sunscreen gel twin pack gel kirim pcs pcs komplen jual batal komplen proses manual percaya [4] barang kirim barang kirim batal complen jual barang kirim dana kembali [-1]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",beli sunscreen gel twin pack gel kirim pcs pcs komplen jual batal komplen proses manual percaya [4] barang kirim barang kirim batal complen jual barang kirim dana kembali [-1], beli sunscreen gel twin pack gel kirim pcs pcs komplen jual batal komplen proses manual percaya barang kirim barang kirim batal complen jual barang kirim dana kembali,['beli sunscreen gel twin pack gel kirim pcs pcs komplen jual batal komplen proses manual percaya [4] barang kirim barang kirim batal complen jual barang kirim dana kembali [-1]'],4,-1,positif
tipe kulit minyak barang original kirim nya,"{'classified_text': 'tipe kulit minyak barang original kirim nya', 'tweet_text': ' tipe kulit minyak barang original kirim nya', 'sentence_score': ['tipe kulit minyak barang original kirim nya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak barang original kirim nya, tipe kulit minyak barang original kirim nya,['tipe kulit minyak barang original kirim nya'],1,-1,netral
tipe kulit kombinasi cenderung kering enak sih coba,"{'classified_text': 'tipe kulit kombinasi cenderung kering enak [4] sih coba', 'tweet_text': ' tipe kulit kombinasi cenderung kering enak sih coba', 'sentence_score': ['tipe kulit kombinasi cenderung kering enak [4] sih coba'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit kombinasi cenderung kering enak [4] sih coba, tipe kulit kombinasi cenderung kering enak sih coba,['tipe kulit kombinasi cenderung kering enak [4] sih coba'],4,-1,positif
liptint nya aman packaging warna nya lucu cakep banget wangi nya voc diskon tokped langsung beli,"{'classified_text': 'liptint nya aman [4] packaging warna nya lucu [4] cakep banget wangi nya voc diskon tokped langsung beli', 'tweet_text': ' liptint nya aman packaging warna nya lucu cakep banget wangi nya voc diskon tokped langsung beli', 'sentence_score': ['liptint nya aman [4] packaging warna nya lucu [4] cakep banget wangi nya voc diskon tokped langsung beli'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",liptint nya aman [4] packaging warna nya lucu [4] cakep banget wangi nya voc diskon tokped langsung beli, liptint nya aman packaging warna nya lucu cakep banget wangi nya voc diskon tokped langsung beli,['liptint nya aman [4] packaging warna nya lucu [4] cakep banget wangi nya voc diskon tokped langsung beli'],4,-1,positif
teksturenya ringan cocok kulit,"{'classified_text': 'teksturenya ringan cocok [3] kulit', 'tweet_text': ' teksturenya ringan cocok kulit', 'sentence_score': ['teksturenya ringan cocok [3] kulit'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",teksturenya ringan cocok [3] kulit, teksturenya ringan cocok kulit,['teksturenya ringan cocok [3] kulit'],3,-1,positif
tipe kulit minyak tipe kulit normal tipe kulit kombinasi,"{'classified_text': 'tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi', 'tweet_text': ' tipe kulit minyak tipe kulit normal tipe kulit kombinasi', 'sentence_score': ['tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi, tipe kulit minyak tipe kulit normal tipe kulit kombinasi,['tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi'],1,-1,netral
tipe kulit minyak tipe kulit kombinasi kulit pori kulit jerawat,"{'classified_text': 'tipe kulit minyak tipe kulit kombinasi kulit pori kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit kombinasi kulit pori kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit kombinasi kulit pori kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit kombinasi kulit pori kulit jerawat, tipe kulit minyak tipe kulit kombinasi kulit pori kulit jerawat,['tipe kulit minyak tipe kulit kombinasi kulit pori kulit jerawat'],1,-1,netral
buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor,"{'classified_text': 'buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3]', 'tweet_text': ' buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor', 'sentence_score': ['buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3], buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor,['buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3]'],4,-3,positif
buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor moga pakai produk cocok,"{'classified_text': 'buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3] moga pakai produk cocok [3]', 'tweet_text': ' buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor moga pakai produk cocok', 'sentence_score': ['buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3] moga pakai produk cocok [3]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3] moga pakai produk cocok [3], buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor moga pakai produk cocok,['buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3] moga pakai produk cocok [3]'],4,-3,positif
pakai tube sunscreen oke kulit bejerawat,"{'classified_text': 'pakai tube sunscreen oke [3] kulit bejerawat', 'tweet_text': ' pakai tube sunscreen oke kulit bejerawat', 'sentence_score': ['pakai tube sunscreen oke [3] kulit bejerawat'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pakai tube sunscreen oke [3] kulit bejerawat, pakai tube sunscreen oke kulit bejerawat,['pakai tube sunscreen oke [3] kulit bejerawat'],3,-1,positif
packaging oke cuman kardus bonyok brng aman pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus,"{'classified_text': 'packaging oke [3] cuman kardus bonyok brng aman [4] pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus [4]', 'tweet_text': ' packaging oke cuman kardus bonyok brng aman pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus', 'sentence_score': ['packaging oke [3] cuman kardus bonyok brng aman [4] pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packaging oke [3] cuman kardus bonyok brng aman [4] pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus [4], packaging oke cuman kardus bonyok brng aman pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus,['packaging oke [3] cuman kardus bonyok brng aman [4] pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus [4]'],4,-1,positif
tipe kulit normal tipe kulit minyak kulit jerawat tipe kulit sensitif tipe kulit kering kulit kerut kulit pori tipe kulit kombinasi,"{'classified_text': 'tipe kulit normal [-1] tipe kulit minyak kulit jerawat tipe kulit sensitif [-2] tipe kulit kering kulit kerut [-2] kulit pori tipe kulit kombinasi', 'tweet_text': ' tipe kulit normal tipe kulit minyak kulit jerawat tipe kulit sensitif tipe kulit kering kulit kerut kulit pori tipe kulit kombinasi', 'sentence_score': ['tipe kulit normal [-1] tipe kulit minyak kulit jerawat tipe kulit sensitif [-2] tipe kulit kering kulit kerut [-2] kulit pori tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit normal [-1] tipe kulit minyak kulit jerawat tipe kulit sensitif [-2] tipe kulit kering kulit kerut [-2] kulit pori tipe kulit kombinasi, tipe kulit normal tipe kulit minyak kulit jerawat tipe kulit sensitif tipe kulit kering kulit kerut kulit pori tipe kulit kombinasi,['tipe kulit normal [-1] tipe kulit minyak kulit jerawat tipe kulit sensitif [-2] tipe kulit kering kulit kerut [-2] kulit pori tipe kulit kombinasi'],1,-2,negatif
fine produk langgan produk azarine kirim masalah minggu dom jak sel,"{'classified_text': 'fine produk langgan produk azarine kirim masalah [-4] minggu dom jak sel', 'tweet_text': ' fine produk langgan produk azarine kirim masalah minggu dom jak sel', 'sentence_score': ['fine produk langgan produk azarine kirim masalah [-4] minggu dom jak sel'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",fine produk langgan produk azarine kirim masalah [-4] minggu dom jak sel, fine produk langgan produk azarine kirim masalah minggu dom jak sel,['fine produk langgan produk azarine kirim masalah [-4] minggu dom jak sel'],1,-4,negatif
kulit pori kulit kerut tipe kulit sensitif,"{'classified_text': 'kulit pori kulit kerut [-2] tipe kulit sensitif [-2]', 'tweet_text': ' kulit pori kulit kerut tipe kulit sensitif', 'sentence_score': ['kulit pori kulit kerut [-2] tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",kulit pori kulit kerut [-2] tipe kulit sensitif [-2], kulit pori kulit kerut tipe kulit sensitif,['kulit pori kulit kerut [-2] tipe kulit sensitif [-2]'],1,-2,negatif
micellarnya bagus gabikin perih pas pakai,"{'classified_text': 'micellarnya bagus [4] gabikin perih [-4] pas pakai', 'tweet_text': ' micellarnya bagus gabikin perih pas pakai', 'sentence_score': ['micellarnya bagus [4] gabikin perih [-4] pas pakai'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",micellarnya bagus [4] gabikin perih [-4] pas pakai, micellarnya bagus gabikin perih pas pakai,['micellarnya bagus [4] gabikin perih [-4] pas pakai'],4,-4,netral
sunscreennya bagus lengket cocok banget kulit jerawat,"{'classified_text': 'sunscreennya bagus [4] lengket cocok [4] banget kulit jerawat', 'tweet_text': ' sunscreennya bagus lengket cocok banget kulit jerawat', 'sentence_score': ['sunscreennya bagus [4] lengket cocok [4] banget kulit jerawat'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",sunscreennya bagus [4] lengket cocok [4] banget kulit jerawat, sunscreennya bagus lengket cocok banget kulit jerawat,['sunscreennya bagus [4] lengket cocok [4] banget kulit jerawat'],4,-1,positif
kualitas oke sesuai dngn foto produk,"{'classified_text': 'kualitas oke [3] sesuai [4] dngn foto produk', 'tweet_text': ' kualitas oke sesuai dngn foto produk', 'sentence_score': ['kualitas oke [3] sesuai [4] dngn foto produk'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kualitas oke [3] sesuai [4] dngn foto produk, kualitas oke sesuai dngn foto produk,['kualitas oke [3] sesuai [4] dngn foto produk'],4,-1,positif
kualitas bagus tekstur gel mumpung harga flash sale coba beli deh emas kardus isolasi exp,"{'classified_text': 'kualitas bagus [4] tekstur gel mumpung harga flash sale coba beli deh emas [4] kardus isolasi exp', 'tweet_text': ' kualitas bagus tekstur gel mumpung harga flash sale coba beli deh emas kardus isolasi exp', 'sentence_score': ['kualitas bagus [4] tekstur gel mumpung harga flash sale coba beli deh emas [4] kardus isolasi exp'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kualitas bagus [4] tekstur gel mumpung harga flash sale coba beli deh emas [4] kardus isolasi exp, kualitas bagus tekstur gel mumpung harga flash sale coba beli deh emas kardus isolasi exp,['kualitas bagus [4] tekstur gel mumpung harga flash sale coba beli deh emas [4] kardus isolasi exp'],4,-1,positif
produk original variasi sesuai pesan expired date warna cantik banget stainnya juara thank you,"{'classified_text': 'produk original variasi sesuai [3] pesan expired date warna cantik [6] banget stainnya juara thank you', 'tweet_text': ' produk original variasi sesuai pesan expired date warna cantik banget stainnya juara thank you', 'sentence_score': ['produk original variasi sesuai [3] pesan expired date warna cantik [6] banget stainnya juara thank you'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",produk original variasi sesuai [3] pesan expired date warna cantik [6] banget stainnya juara thank you, produk original variasi sesuai pesan expired date warna cantik banget stainnya juara thank you,['produk original variasi sesuai [3] pesan expired date warna cantik [6] banget stainnya juara thank you'],6,-1,positif
